user_id,age_group,subscription_status,engagement_time
16967,35 and over,not_subscribed,3.38
16757,18-34,subscribed,9.37
11296,18-34,not_subscribed,4.95
15919,18-34,subscribed,11.69
15996,18-34,subscribed,9.57
16391,under 18,subscribed,4.99
17880,18-34,not_subscribed,4.74
10979,35 and over,not_subscribed,1.80
14498,18-34,subscribed,8.16
13365,18-34,subscribed,3.67
15929,under 18,subscribed,6.20
14449,18-34,subscribed,7.61
18006,18-34,not_subscribed,4.46
13335,35 and over,subscribed,7.59
14220,35 and over,subscribed,5.87
13560,35 and over,subscribed,6.97
10961,18-34,subscribed,6.20
14282,under 18,subscribed,6.18
17853,35 and over,not_subscribed,2.37
19567,under 18,not_subscribed,5.65
11476,under 18,subscribed,6.53
19102,35 and over,not_subscribed,2.46
12738,under 18,subscribed,6.57
18278,18-34,not_subscribed,5.47
15239,18-34,subscribed,12.43
16953,35 and over,not_subscribed,3.04
10864,18-34,subscribed,7.06
11115,under 18,not_subscribed,3.54
12388,under 18,not_subscribed,8.26
12851,35 and over,not_subscribed,4.25
17326,35 and over,not_subscribed,2.02
12710,18-34,not_subscribed,6.88
15447,under 18,not_subscribed,5.88
10138,35 and over,not_subscribed,2.84
12042,35 and over,not_subscribed,4.24
14283,35 and over,not_subscribed,3.39
14718,under 18,not_subscribed,5.82
10779,18-34,not_subscribed,0.38
17902,35 and over,not_subscribed,1.03
18805,35 and over,not_subscribed,3.41
16486,18-34,subscribed,6.56
19044,18-34,subscribed,8.23
11248,18-34,subscribed,10.68
11927,35 and over,not_subscribed,2.04
16668,18-34,subscribed,7.78
16230,35 and over,not_subscribed,3.00
15712,under 18,subscribed,6.48
17123,18-34,subscribed,10.82
18643,18-34,subscribed,9.03
16180,35 and over,subscribed,5.55
14534,35 and over,subscribed,5.04
12010,18-34,subscribed,8.88
11247,18-34,subscribed,11.29
11151,18-34,subscribed,8.49
12930,35 and over,subscribed,5.53
11374,35 and over,subscribed,7.70
17195,35 and over,not_subscribed,4.00
12335,18-34,subscribed,8.13
12099,18-34,not_subscribed,6.47
16296,35 and over,not_subscribed,1.60
14886,35 and over,subscribed,5.92
19641,under 18,not_subscribed,3.01
15481,35 and over,subscribed,4.90
13505,35 and over,not_subscribed,3.71
12951,under 18,subscribed,6.23
18558,35 and over,not_subscribed,4.05
14919,18-34,not_subscribed,4.11
16764,18-34,subscribed,7.44
18234,35 and over,subscribed,2.50
13515,35 and over,not_subscribed,1.32
17829,18-34,subscribed,9.96
12684,35 and over,not_subscribed,4.17
14064,under 18,subscribed,6.03
17290,18-34,subscribed,5.91
19253,18-34,not_subscribed,8.64
12284,18-34,subscribed,5.21
10941,18-34,subscribed,7.63
13362,18-34,subscribed,11.42
13423,under 18,subscribed,6.32
16406,under 18,not_subscribed,3.55
12050,under 18,subscribed,6.89
15202,18-34,subscribed,10.17
15541,35 and over,not_subscribed,2.50
17592,18-34,subscribed,9.48
17799,18-34,subscribed,7.70
11842,18-34,subscribed,9.54
12004,18-34,subscribed,8.50
14821,18-34,subscribed,12.41
10129,under 18,subscribed,5.53
15527,35 and over,subscribed,4.25
10905,18-34,subscribed,5.21
12953,18-34,subscribed,10.42
16259,35 and over,subscribed,8.82
17430,35 and over,not_subscribed,4.00
13606,35 and over,subscribed,7.90
13258,18-34,not_subscribed,12.31
19955,18-34,subscribed,9.30
14045,35 and over,subscribed,4.31
10800,35 and over,subscribed,8.72
14778,35 and over,subscribed,4.19
17612,35 and over,subscribed,6.00
10805,35 and over,not_subscribed,2.47
16973,35 and over,subscribed,2.47
13544,under 18,subscribed,6.84
17632,18-34,subscribed,5.20
18333,18-34,subscribed,5.60
15950,18-34,not_subscribed,10.01
10333,under 18,not_subscribed,8.53
10540,under 18,not_subscribed,4.15
15059,35 and over,subscribed,6.45
12956,under 18,subscribed,5.44
14614,18-34,subscribed,8.54
19276,18-34,subscribed,6.57
14061,35 and over,not_subscribed,2.70
14903,under 18,subscribed,7.40
15671,18-34,subscribed,9.65
10318,35 and over,subscribed,3.77
15309,18-34,subscribed,11.48
17670,under 18,not_subscribed,11.02
18324,18-34,subscribed,8.02
14585,35 and over,subscribed,5.62
19861,35 and over,not_subscribed,3.62
14420,under 18,not_subscribed,8.95
16159,35 and over,subscribed,4.85
14972,18-34,subscribed,8.23
13825,under 18,subscribed,6.45
12118,18-34,subscribed,7.42
11964,under 18,subscribed,6.71
12243,35 and over,not_subscribed,1.58
18581,18-34,not_subscribed,8.56
17256,18-34,subscribed,10.43
10162,18-34,not_subscribed,8.14
19837,35 and over,subscribed,6.71
12397,35 and over,not_subscribed,3.46
16328,35 and over,subscribed,4.18
14218,18-34,not_subscribed,2.11
17872,18-34,subscribed,9.33
19133,18-34,subscribed,9.01
14962,under 18,not_subscribed,2.52
17449,35 and over,subscribed,5.12
19198,35 and over,not_subscribed,2.55
10569,35 and over,subscribed,4.86
17146,35 and over,not_subscribed,3.68
10101,under 18,not_subscribed,4.30
19828,under 18,subscribed,5.39
19632,35 and over,not_subscribed,3.81
13680,35 and over,not_subscribed,2.92
15353,18-34,not_subscribed,6.57
10994,18-34,subscribed,8.54
12309,18-34,subscribed,11.41
10513,35 and over,subscribed,4.30
13129,35 and over,subscribed,4.54
16690,under 18,subscribed,6.78
16983,under 18,not_subscribed,4.20
13255,18-34,not_subscribed,12.37
15132,35 and over,not_subscribed,2.93
16334,under 18,subscribed,6.33
16558,18-34,subscribed,8.31
11780,35 and over,subscribed,4.22
11112,18-34,subscribed,9.52
12022,18-34,subscribed,9.15
18414,under 18,not_subscribed,3.85
17551,35 and over,not_subscribed,3.10
10764,under 18,subscribed,7.18
19054,35 and over,not_subscribed,3.75
11203,18-34,subscribed,6.46
13267,under 18,not_subscribed,2.55
13294,18-34,subscribed,5.28
11999,under 18,subscribed,5.84
19417,under 18,not_subscribed,3.62
12834,under 18,not_subscribed,7.57
10472,18-34,subscribed,7.98
14683,35 and over,not_subscribed,2.67
10119,18-34,not_subscribed,7.05
16586,35 and over,not_subscribed,2.04
16523,under 18,not_subscribed,4.86
13902,35 and over,not_subscribed,5.23
16729,35 and over,subscribed,4.70
18972,35 and over,subscribed,6.76
11187,18-34,not_subscribed,5.02
18000,under 18,subscribed,4.84
16741,18-34,subscribed,6.83
13034,18-34,not_subscribed,7.76
12111,35 and over,subscribed,8.43
10801,35 and over,not_subscribed,2.90
13884,under 18,subscribed,7.63
18109,18-34,subscribed,6.63
19966,under 18,subscribed,7.29
13934,35 and over,subscribed,8.81
10271,under 18,not_subscribed,3.52
17439,35 and over,subscribed,3.12
10112,35 and over,subscribed,5.25
10692,35 and over,not_subscribed,2.37
11164,18-34,subscribed,8.19
14958,35 and over,not_subscribed,3.78
